start,end,speaker,text
"00:16:01.070","00:16:02.390","3","kita detail lain,"
"00:16:02.730","00:16:03.030","3","gitu ya,"
"00:16:03.610","00:16:03.930","3","maunya,"
"00:16:04.490","00:16:04.890","3","teman-teman,"
"00:16:05.090","00:16:05.750","3","seperti apa gitu."
"00:16:06.950","00:16:07.350","3","Mending tadi,"
"00:16:07.410","00:16:08.450","3","coba dilingkan dulu aja ya mas,"
"00:16:08.550","00:16:09.710","3","yang tadi saya minta,"
"00:16:09.770","00:16:10.490","3","yang terakhir penawaran,"
"00:16:10.630","00:16:10.790","3","sama,"
"00:16:11.410","00:16:12.510","3","base data project itu."
"00:16:13.470","00:16:14.170","1","Oke, aman pak."
"00:16:17.050","00:16:17.690","3","Oke mas,"
"00:16:17.910","00:16:18.130","3","Sul,"
"00:16:18.270","00:16:18.790","3","mas Amir,"
"00:16:20.430","00:16:21.390","3","ada ide tambahan?"
"00:16:23.550","00:16:23.830","2","Izin,"
"00:16:24.190","00:16:24.790","2","Isham,"
"00:16:25.050","00:16:25.270","2","ini,"
"00:16:25.770","00:16:27.670","2","ini terkait,"
"00:16:27.810","00:16:28.410","2","ini memang masih,"
"00:16:28.770","00:16:29.030","2","apa,"
"00:16:29.190","00:16:29.550","2","web dia?"
"00:16:30.250","00:16:30.450","2","Belum,"
"00:16:30.570","00:16:31.810","1","iya masih web,"
"00:16:32.070","00:16:32.590","1","dan,"
"00:16:32.810","00:16:33.010","1","tadi,"
"00:16:33.390","00:16:34.250","1","kalau sempat,"
"00:16:34.810","00:16:35.130","1","kita,"
"00:16:36.130","00:16:56.930","2","Kalau tampilan dashboard, coba pilih yang di mana?"
"00:16:56.930","00:16:59.810","2","Di laptop, Kak."
"00:17:01.090","00:17:01.610","1","Oh, di laptop."
"00:17:01.970","00:17:03.290","2","Ya, yang di dashboardnya."
"00:17:04.840","00:17:06.810","2","Oh, yang kayak kemarin jadi awal-awal yang itu ya?"
"00:17:07.330","00:17:10.630","1","Ya, di awal-awal cuma ada beberapa penambahan saja, Kak."
"00:17:11.630","00:17:12.580","2","Kalau itu apa?"
"00:17:13.010","00:17:14.170","2","Kayak fitur-fitur."
"00:17:15.490","00:17:16.650","2","Apa lagi yang kemarin?"
"00:17:19.410","00:17:22.100","2","Ulang tahun apa segala macam, hari besar."
"00:17:22.830","00:17:23.310","2","Itu bisa juga?"
"00:17:23.310","00:17:23.840","1","Ya, ada, Kak."
"00:17:24.600","00:17:26.050","1","Di broadcast nanti."
"00:17:28.690","00:17:33.510","1","Ini broadcast buat khusus hari raya gitu."
"00:17:33.570","00:17:38.250","1","Tapi nanti ada seksion sendiri untuk ulang tahun gitu."
"00:17:38.250","00:17:38.750","1","Hmm."
"00:17:41.080","00:17:41.490","","Oke."
"00:17:41.730","00:17:44.550","2","Oh, tapi enggak muncul di tampilan Andi."
"00:17:44.930","00:17:48.810","2","Maksudku, di tampilan dashboard misalnya."
"00:17:51.050","00:17:57.830","2","Oh, pada saat harinya Pika Peng ya, sebagai pengingat untuk misalnya ini hari Natal harus diucapkan."
"00:17:57.830","00:17:58.270","1","Oh, ada."
"00:17:58.270","00:17:59.360","2","Pelanggannya."
"00:17:59.360","00:18:06.690","1","Seperti misalnya enggak ada tempernya di, ataupun ada juga tetap diberikan aktivitas begitu ya, Pak?"
"00:18:06.690","00:18:09.790","2","Maksudnya, tapi di dashboard ya."
"00:18:10.410","00:18:11.360","2","Oh, di dashboard ya."
"00:18:12.450","00:18:14.890","2","Ini kan yang permintaan penawaran baru belum di-dashpan."
"00:18:14.970","00:18:16.930","2","Yang bagus, menurutnya notif-notif."
"00:18:17.690","00:18:18.830","2","Semacam itu juga tadi."
"00:18:19.510","00:18:22.070","1","Atau mungkin notifnya ditaruh di sini aja, Kak."
"00:18:22.360","00:18:22.930","2","Ya, betul."
"00:18:23.010","00:18:23.170","2","Boleh."
"00:18:23.250","00:18:24.750","2","Mungkin itu kok lebih gampang gitu."
"00:18:24.750","00:18:25.070","2","Ya, betul."
"00:18:26.010","00:18:27.570","3","Bentuk base atau apa namanya?"
"00:18:27.810","00:18:28.360","3","Istilahnya itu, Mas."
"00:18:28.430","00:18:28.970","3","Ya, lonceng."
"00:18:28.970","00:18:29.360","3","Lonceng."
"00:18:29.360","00:18:29.810","3","Lonceng."
"00:18:29.930","00:18:30.490","1","Lonceng."
"00:18:30.490","00:18:32.990","2","Supaya lebih ini kita, apa?"
"00:18:34.030","00:18:35.630","2","Tampilannya lebih wah aneh, kira."
"00:18:36.430","00:18:36.600","1","Ya."
"00:18:36.600","00:18:38.250","1","Ini aja udah wah."
"00:18:38.450","00:18:39.190","3","Wah banget, Mas Amir."
"00:18:39.310","00:18:39.830","3","Nanti makin-makin."
"00:18:39.830","00:18:40.770","2","Maka dibilang."
"00:18:41.530","00:18:43.450","2","Apa, tambahan-tambahan itunya, Kak."
"00:18:44.750","00:18:52.030","2","Termasuk itu jadi kayak dengan tampilan dashboard ini adalah pengantar orang untuk mungkin melakukan apa."
"00:18:52.030","00:18:57.950","2","Jadi misalnya yang ini penawaran permintaan belum di-respond yang otomatis itu yang akan kita lakukan."
"00:18:58.290","00:19:05.290","2","Terus misalnya meng-input, kalau input-input baru kan sudah, jadi kayak selain meng-input baru dashboard ini adalah sebagai pengantar,"
"00:19:05.340","00:19:06.830","2","apa-apa yang pengingat gitu."
"00:19:07.360","00:19:08.890","2","Untuk apa-apa yang kita lakukan."
"00:19:09.070","00:19:15.510","2","Misalnya, terutama yang ulang tahun, yang penawaran-penawaran ini, begitu-begitu sih."
"00:19:15.830","00:19:25.030","2","Jadi kalau bisa semua pemberitahuan ada, tapi kita notif untuk seminimalisir mungkin."
"00:19:25.210","00:19:28.050","2","Jadi kayak ini yang proyek perlu follow up, apa segala macam kan."
"00:19:28.290","00:19:30.250","2","Notif juga sebenarnya itu."
"00:19:30.390","00:19:32.360","2","Cuman mana tahu ada apa, dik."
"00:19:32.510","00:19:35.750","2","Kita buat semacam lebih, ini kayaklah lebih, lebih, lebih."
"00:19:36.570","00:19:37.510","2","Ya, mungkin."
"00:19:38.250","00:19:39.890","2","Tampilan sih, lebih tampilan begitu."
"00:19:40.580","00:19:46.570","1","Ya, mungkin izin saya ini, Kak, tambahkan juga di bagian notifikasi."
"00:19:46.570","00:19:52.830","1","Tadi sini juga ditambahkan sama, lebih spesifiknya bikin menu notifikasi aja di sini."
"00:19:53.210","00:20:03.170","1","Biar lebih, lebih, lebih dekat setelah tahunnya gitu ya."
"00:20:06.550","00:20:10.170","1","Kalau ini dashboard ini, lebih ke progress."
"00:20:11.310","00:20:12.430","2","Ya, boleh. Kita di."
"00:20:15.430","00:20:19.270","1","Sebenarnya ini lebih ngertinya sih, si Risky sih."
"00:20:20.230","00:20:21.810","1","Betul lagi hadir juga sekarang."
"00:20:22.890","00:20:24.100","2","Oh, siap-siap."
"00:20:26.830","00:20:28.150","2","Oke, segmental."
"00:20:28.810","00:20:29.490","2","Ya, itu disini."
"00:20:29.490","00:20:40.270","2","Sama nanti paling, apa sudah dijelaskan tadi, maksudnya cukupannya sampai di mana kami yang boleh menampilkan dashboard."
"00:20:41.270","00:20:44.890","2","Yang kita sudah bikin, seperti itu, sampai di mana sih."
"00:20:45.050","00:20:52.750","2","Maksudnya batasan-batasan yang bisa kami tuangkan dalam presentasi, yang seperti kemarin saya chatkan, kayak begitu."
"00:20:54.490","00:20:59.170","1","Dari yang dijelaskan tadi juga, sebenarnya masih masuk semua juga."
"00:20:59.710","00:21:00.570","1","Oh, masuk semua juga."
"00:21:00.970","00:21:03.450","1","Penambahan-penambahan dan pengurangannya juga."
"00:21:03.450","00:21:12.340","3","Ini nih, Mas Hiram."
"00:21:12.630","00:21:16.270","3","Tadi kan ada di project itu ada lokasi di Google Map ya?"
"00:21:17.070","00:21:19.930","3","Atau di, apa bukan Google Map misalnya?"
"00:21:22.290","00:21:23.360","1","Semacam-semacamnya gitu."
"00:21:23.360","00:21:23.550","1","Open Street Map ya."
"00:21:23.550","00:21:24.670","1","Open Street Map ya."
"00:21:24.670","00:21:25.310","1","Open Street Map ya."
"00:21:28.810","00:21:32.490","3","Ininya bisa, bisa di, ini nggak?"
"00:21:33.890","00:21:35.450","3","Peta, peta keseluruhan."
"00:21:35.550","00:21:42.550","3","Jadi kita kan, misalnya sudah tersubmit, katakanlah 100 project di data ini, termasuk lokasinya."
"00:21:42.810","00:21:46.290","3","Kemudian ada khusus mappingnya, jadi peta projectnya saja."
"00:21:47.070","00:21:47.840","1","Oh, baik."
"00:21:48.030","00:21:58.350","3","Dia, dia munculin semua data, bentuknya map, tapi munculin titik-titik lokasi, lokasi proyek yang sudah kita input gitu."
"00:21:59.210","00:21:59.630","1","Oh, baik."
"00:22:00.110","00:22:02.570","1","Mungkin saya bikinkan di dashboard."
"00:22:03.330","00:22:05.970","3","Atau di menu sendiri, kalau dashboard, takutnya berat kan?"
"00:22:06.670","00:22:06.990","1","Oke."
"00:22:08.550","00:22:09.230","1","Boleh juga, kok."
"00:22:09.230","00:22:14.890","3","Ini ada peta, ada menu peta, peta proyek."
"00:22:15.110","00:22:20.210","3","Isinya adalah titik-titik semua proyek yang sudah kita tag lokasinya."
"00:22:20.770","00:22:22.010","3","Kemudian ada titik-titik."
"00:22:22.110","00:22:25.650","3","Nah, titik-titik itu, misalnya apakah dibedakan warna?"
"00:22:25.710","00:22:30.750","3","Sekarang ini kan ada warna ini di status, ada yang sedang proses, ada berhasil hitam atau warna hijau gitu kan."
"00:22:31.150","00:22:31.990","3","Mungkin hijau lah nanti ya."
"00:22:31.990","00:22:32.170","3","Bisa, Kak."
"00:22:32.930","00:22:33.630","3","Jadi hijau."
"00:22:33.770","00:22:36.830","3","Jadi titik-titiknya ngacu ke si status ini gitu."
"00:22:37.370","00:22:41.930","3","Nah, pada saat kita klik si titiknya, itu muncul data proyeknya gitu, Mas."
"00:22:42.770","00:22:43.730","1","Oke, bisa, Kak."
"00:22:48.730","00:22:49.510","1","Oke, bisa."
"00:22:50.510","00:22:51.030","1","Kebayang."
"00:22:51.730","00:22:52.470","1","Bakal kayak gimana."
"00:22:55.130","00:22:57.690","1","Mungkin kayak ini ya."
"00:22:58.850","00:23:01.970","1","Operasi archiving."
"00:23:04.530","00:23:05.690","1","Ada kayak ini."
"00:23:07.850","00:23:08.690","4","Mantap ini."
"00:23:09.510","00:23:10.070","3","Hopdes ini."
"00:23:11.390","00:23:11.910","1","Hopdes."
"00:23:12.770","00:23:16.210","1","Ini kalau nggak salah ada ini juga sih."
"00:23:23.170","00:23:23.810","1","Hopdes."
"00:23:28.130","00:23:28.650","1","Mana?"
"00:23:31.210","00:23:32.330","1","Ada berat lagi."
"00:23:35.390","00:23:36.030","","Nah."
"00:23:41.390","00:24:07.290","1","Nah, betul."
"00:24:07.290","00:24:16.790","3","Nah, itu kan bagus tuh."
"00:24:16.870","00:24:19.850","3","Kalau itu kan satu klik, terus informasinya langsung pop up kan."
"00:24:20.490","00:24:30.010","3","Ya, kalau misalnya pop upnya susah, yang penting pada saat kita mention atau kursornya ke arah situ, itu muncul ini aja."
"00:24:32.650","00:24:34.010","3","Ya, Mas ini lebih paham lah."
"00:24:34.010","00:24:44.330","3","Nah, intinya pada saat kita klik satu, muncul data nama proyeknya yang kita sudah submit di base data proyek itu."
"00:24:54.330","00:24:55.970","1","Kurang lebih pagi, ya."
"00:24:55.970","00:24:57.430","3","Kurang lebih begitu."
"00:24:57.430","00:24:58.430","3","Ada titik-titiknya."
"00:24:58.430","00:24:59.030","3","Oke."
"00:24:59.030","00:25:21.130","3","Oke, kalau sudah saya sih mantap"
"00:25:21.130","00:25:22.390","3","Mungkin Masul ada tambahan?"
"00:25:26.390","00:25:27.690","3","Amir, kalau ada tambahan silahkan"
"00:25:27.690","00:25:33.530","3","Kalau sudah saya sih, logika atau fiturnya sudah oke"
"00:25:33.530","00:25:36.310","3","Sudah tinggal nanti ada beberapa yang disambungkan"
"00:25:36.310","00:25:40.290","3","Mungkin untuk detailing form, isian segala macam"
"00:25:40.290","00:25:43.130","3","Perlu ada kita tambah kurangkan"
"00:25:43.130","00:25:46.830","3","Mungkin nanti, kalau saya sih biar kerjasamanya enak"
"00:25:46.830","00:25:48.410","3","Kemah si Ramdan Tim juga enak ya kan"
"00:25:48.410","00:25:49.790","3","Ini sudah dua kali ini"
"00:25:49.790","00:25:53.790","3","Ini meeting trade progress juga sudah berjalan"
"00:25:53.790","00:25:55.070","3","Untuk demonya"
"00:25:56.350","00:25:59.030","3","Biar sama-sama enak dan lebih profesional ya"
"00:25:59.030","00:26:02.190","3","Segera kita kontrak dulu aja gitu ya"
"00:26:02.190","00:26:02.930","3","Mas Hirham ya?"
"00:26:04.190","00:26:05.770","3","Dan mungkin untuk nanti"
"00:26:05.770","00:26:09.070","3","Kan kita juga perlu menyampaikan ini ke manajemen ya"
"00:26:09.070","00:26:10.030","3","Mas Hirham"
"00:26:10.030","00:26:12.290","3","Saya bisa dibantu mungkin"
"00:26:12.290","00:26:14.190","3","Ya terkait"
"00:26:15.190","00:26:20.150","3","Bentuknya boleh proposal atau"
"00:26:20.150","00:26:23.870","3","Ya bentuknya proposal ya"
"00:26:23.870","00:26:26.290","3","Mungkin bentuknya proposal terkait"
"00:26:26.290","00:26:29.290","3","Mungkin bapak-bapaknya lebih senangnya sebenarnya visual"
"00:26:29.290","00:26:31.270","3","Jadi mungkin tampilan dashboard ini"
"00:26:31.270","00:26:35.290","3","Terus menfun fitur segala macamnya apa saja juga ditampilkan"
"00:26:35.290","00:26:39.250","3","Termasuk nanti untuk kategori demonya"
"00:26:39.250","00:26:41.870","3","Itu kita sampai mana"
"00:26:41.870","00:26:43.890","3","Kemudian sisanya pada saat build"
"00:26:43.890","00:26:45.630","3","Atau untuk bisa running"
"00:26:45.630","00:26:48.010","3","Itu kemarin kan disampaikan budgetnya"
"00:26:48.010","00:26:49.710","3","Berapa"
"00:26:49.710","00:26:52.970","3","Dan ada biaya rutinnya"
"00:26:52.970","00:26:55.130","3","Atau biaya berkalanya kan"
"00:26:55.130","00:26:56.290","3","Nah itu juga disampaikan"
"00:26:56.290","00:26:58.530","1","Oh ya baik"
"00:26:58.530","00:27:01.050","3","Mungkin visualnya yang jadi penting sebenarnya dari bapak-bapaknya"
"00:27:01.050","00:27:03.270","3","Kalau kemarin kan proposal pertama yang kita terima"
"00:27:03.270","00:27:05.850","3","Semua kan bentuknya tulisan ya mas ya"
"00:27:05.850","00:27:06.770","1","Itu"
"00:27:06.770","00:27:10.130","3","Karena ini demonya sudah jadi mungkin"
"00:27:10.130","00:27:12.730","3","Secara proposalnya"
"00:27:12.730","00:27:16.930","3","Biar kami juga menyampaikan yang juga lebih visual ke bapak-bapaknya"
"00:27:16.930","00:27:18.210","3","Lebih clear"
"00:27:18.210","00:27:20.030","3","Mungkin di Bantru itu aja dulu mas"
"00:27:20.030","00:27:21.690","1","Oh siap baik"
"00:27:21.690","00:27:23.830","3","Jadi sebelum nanti kita kontrak"
"00:27:23.830","00:27:27.030","3","Draft kontrak juga silahkan sekalian aja mungkin nanti disampaikan"
"00:27:27.030","00:27:29.410","3","Kalau dari mas Irham ada"
"00:27:29.410","00:27:32.230","3","Mungkin dari sisi kita nanti ada kontrak terkait"
"00:27:32.230","00:27:36.010","3","Bukan NDA ya lebih ke kerahasiaan sih mas"
"00:27:36.010","00:27:37.050","3","Oh ya"
"00:27:37.050","00:27:38.110","3","Kerahasiaan"
"00:27:38.110","00:27:39.910","3","Kerahasiaan"
"00:27:39.910","00:27:43.170","3","Apa data atau"
"00:27:43.170","00:27:44.630","3","Ya terkait itulah"
"00:27:44.630","00:27:44.990","3","Betul"
"00:27:44.990","00:27:47.270","3","Kalau dari sisi kita ya"
"00:27:47.270","00:27:49.630","3","Dari sisi mas mungkin terakhir kontrak kerja sama"
"00:27:49.630","00:27:52.930","3","Ininya pembuatan programnya"
"00:27:52.930","00:27:54.830","3","Termasuk nanti mungkin ada koreksi nama"
"00:27:54.830","00:27:56.790","3","Nama CRM WIKA nya"
"00:27:56.790","00:27:59.190","3","Kita ada minta ganti segala macamnya ya"
"00:27:59.190","00:28:00.370","3","Siap"
"00:28:00.370","00:28:01.510","3","Siap"
"00:28:01.510","00:28:03.690","3","Atau mau langsung diganti mungkin Kak Su"
"00:28:03.690","00:28:05.170","3","Mau langsung diganti namanya"
"00:28:05.170","00:28:07.230","3","Ya nanti proposalnya udah diganti tuh namanya"
"00:28:07.230","00:28:08.990","1","Ganti apa mas namanya"
"00:28:08.990","00:28:10.570","3","Si Dongdeng"
"00:28:10.570","00:28:13.450","3","Ya udah nanti dipikirkan"
"00:28:13.450","00:28:14.210","3","Mungkin nanti mas"
"00:28:14.210","00:28:14.710","3","Sekalian"
"00:28:14.710","00:28:16.310","3","Soal itu kan cepat mengganti nama kan"
"00:28:16.310","00:28:17.710","3","Pasti mas Irham lebih cepat"
"00:28:17.710","00:28:19.190","3","Nanti disampaikan lagi ini ya"
"00:28:19.190","00:28:21.630","","Karena CRM hampir mirip-mirip dengan"
"00:28:21.630","00:28:23.850","3","Punya kantor pusat mungkin bagi kita"
"00:28:23.850","00:28:24.470","3","Iya makanya ini"
"00:28:24.470","00:28:25.490","3","Nama tersebut lagi"
"00:28:25.490","00:28:25.870","3","Saya kayaknya perlu"
"00:28:25.870","00:28:27.330","3","Perlu nama yang lebih"
"00:28:27.330","00:28:28.430","3","Catchy"
"00:28:28.430","00:28:29.350","3","Ya"
"00:28:29.350","00:28:30.930","","Lebih"
"00:28:30.930","00:28:33.190","3","Lebih mudah diingat"
"00:28:33.190","00:28:33.950","3","Gampang diingat"
"00:28:33.950","00:28:34.210","3","Tapi"
"00:28:34.210","00:28:35.590","3","Makasar banget gitu Kak Sul"
"00:28:35.590","00:28:38.830","3","Ya mungkin nanti disampaikan lah"
"00:28:38.830","00:28:40.430","3","Gampang mas Hiram kalau itu kita koreksinya"
"00:28:40.430","00:28:40.830","3","Oh ya"
"00:28:40.830","00:28:46.270","3","Nama aplikasi atau nama webnya kita ganti"
"00:28:46.270","00:28:49.870","3","Mungkin gitu"
"00:28:49.870","00:28:52.110","3","Mas Amir"
"00:28:52.110","00:28:52.690","3","Mas Sul"
"00:28:52.690","00:28:55.070","3","Mungkin catatan koreksinya tadi sedikit"
"00:28:55.070","00:28:58.350","3","Terkait tadi fitur yang koneksi"
"00:28:58.350","00:28:59.470","3","Antara menu"
"00:28:59.470","00:29:01.890","3","Base datanya tetap dari project"
"00:29:01.890","00:29:05.510","3","Kemudian pendetailan terkait keepersen"
"00:29:05.510","00:29:06.710","3","Mapping"
"00:29:06.710","00:29:07.890","3","Sama"
"00:29:07.890","00:29:10.030","3","Segera di ini ya mas"
"00:29:10.030","00:29:10.350","3","Apa"
"00:29:10.350","00:29:12.170","3","Tadi kontrak itu sama proposal itu"
"00:29:12.170","00:29:13.570","3","Biar kita langsung jalan"
"00:29:13.570","00:29:15.190","3","Karena mas Amir"
"00:29:15.190","00:29:17.870","3","Targetnya September harus udah full lengkap ini laporannya"
"00:29:17.870","00:29:22.490","3","Buat ke pusat"
"00:29:22.490","00:29:25.690","3","Eh akhir Agustus ya mas Amir"
"00:29:25.690","00:29:26.150","3","Saya lupa"
"00:29:26.150","00:29:27.490","2","Di"
"00:29:27.490","00:29:30.210","2","Randonnya Jibril"
"00:29:30.210","00:29:31.530","2","Berapa kemarin ya"
"00:29:31.530","00:29:32.250","2","Kayaknya"
"00:29:32.250","00:29:34.450","2","Akhir Agustus makalanya mas"
"00:29:34.450","00:29:36.570","2","Cuma dikait"
"00:29:36.570","00:29:38.070","2","Apa"
"00:29:38.070","00:29:40.870","2","Jadwal presentasinya"
"00:29:40.870","00:29:44.150","2","Oh September harus mulai submit laporan"
"00:29:44.150","00:29:44.870","2","Oke"
"00:29:44.870","00:29:48.050","2","Submit laporan kemudian Oktober verifikasi"
"00:29:48.050","00:29:52.490","2","Paling November kepastiannya apakah ini bisa diterima atau tidak"
"00:29:52.490","00:29:53.390","2","Sama pusat kan"
"00:29:53.390","00:29:55.690","2","Saingan dengan yang lain mas begitu"
"00:29:55.690","00:29:56.190","3","Betul"
"00:29:56.190","00:29:58.130","3","Ya makanya nanti kan ke mas Irham"
"00:29:58.130","00:30:00.330","3","Sama tim kita kontrak atas demo dulu"
"00:30:00.330","00:30:01.870","3","Semua yang kita detailkan"
"00:30:01.870","00:30:05.150","3","Pada saat nanti sudah verifikasi clear"
"00:30:05.150","00:30:08.230","3","Di pusat pun ternyata kita diapresiasi"
"00:30:08.230","00:30:09.190","3","Bisa lolos"
"00:30:09.190","00:30:13.270","3","Baru mas Irham dan tim untuk bisa ngerunning ini"
"00:30:13.270","00:30:14.090","3","Ngebuild ini ya"
"00:30:14.090","00:30:15.990","3","Jadi nanti keputusannya tetap ya"
"00:30:15.990","00:30:17.690","3","Tapi kalau untuk demonya"
"00:30:17.690","00:30:19.910","3","Ya kita lanjut mas"
"00:30:19.910","00:30:20.490","3","Kita jalan"
"00:30:20.490","00:30:22.670","3","Segera proposal sama kontraknya"
"00:30:22.670","00:30:23.830","3","Kalau bisa minggu depan"
"00:30:23.830","00:30:25.370","3","Mungkin hari Selasa"
"00:30:25.370","00:30:28.370","3","Sudah bisa ada proposalnya"
"00:30:28.370","00:30:30.990","3","Biar segera kita sampaikan mas"
"00:30:30.990","00:30:34.370","3","Itu paling mas Irham"
"00:30:34.370","00:30:37.970","4","Ijin mungkin menambatkan"
"00:30:37.970","00:30:39.510","4","Berarti konsepnya ini mas"
"00:30:39.510","00:30:42.250","4","Sementara kontrak demo dulu gitu ya"
"00:30:42.250","00:30:45.090","4","Nanti kita presentasi ke pusat"
"00:30:45.090","00:30:46.430","4","Nanti setelah pusat"
"00:30:46.430","00:30:47.830","4","Oke"
"00:30:47.830","00:30:49.730","4","Senyur lanjut"
"00:30:49.730","00:30:51.270","4","Berarti kita berkontrak"
"00:30:51.270","00:30:52.090","4","Senyur lanjut"
"00:30:52.090","00:30:53.370","4","Tindar lanjutnya seperti"
"00:30:53.370","00:30:55.610","4","Kontrak permanen gitu ya"
"00:30:55.610","00:30:56.590","4","Atau gimana"
"00:30:56.590","00:30:58.490","3","Ya bukan kontrak permanen"
"00:30:58.490","00:30:59.970","3","Jadi kontrak untuk ngebuildnya"
"00:30:59.970","00:31:00.930","4","Ya kontrak untuk"
"00:31:00.930","00:31:02.350","4","Betul-betul bukan lagi demo"
"00:31:02.350","00:31:04.010","4","Tingkat ke atasnya lagi lebih"
"00:31:04.010","00:31:06.910","4","Ini bisa dijalankan gitu ya"
"00:31:06.910","00:31:08.310","3","Ini bisa dijalankan sama kita"
"00:31:08.310","00:31:09.570","3","Sebenarnya demo pun sebenarnya"
"00:31:09.570","00:31:11.450","3","Sudah bisa dijalankan ya mas Irham ya"
"00:31:11.450","00:31:12.570","1","Ya sudah bisa"
"00:31:12.570","00:31:14.070","3","Tapi dia cuma di satu"
"00:31:14.070","00:31:15.130","3","Satu laptop gitu"
"00:31:15.130","00:31:15.630","3","Nggak bisa"
"00:31:15.630","00:31:16.530","3","Misal saya buka"
"00:31:16.530","00:31:17.090","3","Masul buka"
"00:31:17.090","00:31:18.330","3","Atau mas Amir buka itu"
"00:31:18.330","00:31:19.150","1","Nggak bisa"
"00:31:19.150","00:31:20.250","1","Ngeling lah datanya itu"
"00:31:20.250","00:31:20.950","3","Belum ngeling gitu"
"00:31:20.950","00:31:22.350","3","Saya input pun belum ngeling"
"00:31:22.350","00:31:23.030","3","Mungkin gitu ya mas"
"00:31:23.030","00:31:24.050","1","Ya betul"
"00:31:24.050","00:31:25.590","1","Kalau ngelingnya belum sih"
"00:31:25.590","00:31:27.630","3","Tapi kalau kita buat ngedit"
"00:31:27.630","00:31:28.490","3","Nambah segala macam"
"00:31:28.490","00:31:29.410","3","Satu"
"00:31:29.410","00:31:31.550","3","Tampilan aja udah bisa masuk"
"00:31:31.550","00:31:33.410","3","Tapi untuk ngeling"
"00:31:33.410","00:31:34.490","3","Antara datanya"
"00:31:34.490","00:31:36.050","3","Masul yang di input"
"00:31:36.050","00:31:36.990","3","Atau saya yang nginput itu"
"00:31:36.990","00:31:37.330","3","Belum"
"00:31:37.330","00:31:38.070","3","Karena belum di"
"00:31:38.070","00:31:39.410","3","Keserverin gitu ya"
"00:31:39.410","00:31:42.330","4","Belum di running semuanya ya"
"00:31:42.330","00:31:45.290","1","Kalau terkait itu"
"00:31:45.290","00:31:46.670","1","Sebenarnya di demo ini"
"00:31:46.670","00:31:47.850","1","Kalau misalnya"
"00:31:47.850","00:31:49.710","1","Bokok masuk ke sini"
"00:31:49.710","00:31:51.750","1","Link yang ini"
"00:31:51.750","00:31:53.150","1","Terus masukin"
"00:31:53.150","00:31:55.510","1","Credentialnya juga"
"00:31:55.510","00:31:58.490","1","Bakal bisa kelihatan sih datanya"
"00:31:58.490","00:32:00.410","1","Cuma yang jadi kendala ketika"
"00:32:00.410","00:32:02.850","1","Misalnya tiba-tiba servernya mati"
"00:32:02.850","00:32:04.430","1","Itu datanya nggak persisten"
"00:32:04.430","00:32:06.430","1","Masih bisa hilang gitu"
"00:32:06.430","00:32:07.990","1","Yang sudah di input sebelumnya"
"00:32:07.990","00:32:11.310","1","Itu yang demo ini"
"00:32:11.310","00:32:14.150","1","Ya"
"00:32:14.150","00:32:16.690","3","Ya sehingga buat tampilan dulu aja kan"
"00:32:16.690","00:32:22.670","3","Data projectnya kita realistik kan"
"00:32:22.670","00:32:25.390","3","Kita sesuai dengan data projectnya"
"00:32:25.390","00:32:29.330","3","Kita nggak masuk produk segala macam"
"00:32:29.330","00:32:30.650","3","Itu kita sesuaikan dulu kan"
"00:32:30.650","00:32:32.450","3","Masih bisa ya mas ya"
"00:32:32.450","00:32:33.630","3","Kalau secara demo ya"
"00:32:33.630","00:32:34.570","3","Mas"
"00:32:34.570","00:32:35.130","3","Untuk tampilan"
"00:32:35.130","00:32:37.230","3","Laporan atau presentasi nanti"
"00:32:37.230","00:32:42.730","3","Oke cukup dari saya"
"00:32:42.730","00:32:43.590","3","Mas"
"00:32:43.590","00:32:44.730","3","Irham"
"00:32:44.730","00:32:46.210","3","Mau teman-teman"
"00:32:46.210","00:32:49.010","3","Kalau ada lagi"
"00:32:49.010","00:32:49.770","3","Mas Amir"
"00:32:49.770","00:32:50.410","3","Mas Sul"
"00:32:50.410","00:32:53.390","2","Aman mas cukup"
"00:32:53.390","00:32:53.890","2","Kalau saya"
"00:32:53.890","00:32:54.690","2","Tentara"
"00:32:54.690","00:32:56.250","2","Tentara dulu"
"00:32:56.250","00:32:57.950","2","Jadi lanjutkan"
"00:32:57.950","00:33:02.390","3","Oke"
"00:33:02.390","00:33:02.870","3","Mas Sul"
"00:33:02.870","00:33:03.430","3","Ada lagi"
"00:33:03.430","00:33:06.450","4","Cukup mas"
"00:33:06.450","00:33:07.670","4","Itu aja dulu"
"00:33:07.670","00:33:08.110","4","Udah"
"00:33:08.110","00:33:09.770","4","Banyak ya tuh"
"00:33:09.770","00:33:10.430","4","Komplet gitu"
"00:33:10.430","00:33:13.610","4","Berarti nanti yang kayak"
"00:33:13.610","00:33:14.470","4","Itu bintang"
"00:33:14.470","00:33:15.210","4","Tadi kan ada"
"00:33:15.210","00:33:16.790","4","Penilaian pelanggan"
"00:33:16.790","00:33:17.450","4","Terus dikasih"
"00:33:17.450","00:33:18.750","4","Ada pilihan 5 bintang gitu"
"00:33:18.750","00:33:19.270","4","Berarti itu"
"00:33:19.270","00:33:22.450","4","Tidak terisal"
"00:33:22.450","00:33:23.370","4","Otomatis ya"
"00:33:23.370","00:33:25.170","4","Atau maksudnya langsung kita menilai"
"00:33:25.170","00:33:27.650","4","Berharga penilaian kita"
